id,account_id,debit,credit,entry_type,created_at,updated_at,journal_id,journal_type,sub_journal_id,sub_journal_type,reversal_id,occurred_on,account_exists
1055,4,2.345,,reversal,2016-03-01 01:11:07.3913,2016-03-01 01:11:07.3913,27,Payment,100,Allocation,947,,TRUE
1056,5,,2.345,reversal,2016-03-01 01:11:07.400796,2016-03-01 01:11:07.400796,27,Payment,100,Allocation,948,,TRUE
1057,5,,23.45,payment,2016-03-01 01:11:48.520504,2016-03-01 01:11:48.520504,32,Payment,,,,2016-02-27,TRUE
1058,4,23.45,,receipt,2016-03-01 01:11:48.522725,2016-03-01 01:11:48.522725,32,Payment,,,,2016-02-27,TRUE
989,4,,14.275,distribution,2016-03-01 00:36:12.570417,2016-03-01 01:17:57.682452,30,Payment,117,Allocation,1329,,TRUE
990,14,14.275,,allocation,2016-03-01 00:36:12.575034,2016-03-01 01:17:57.69375,30,Payment,117,Allocation,1330,,TRUE
991,4,,14.275,distribution,2016-03-01 00:36:12.579666,2016-03-01 01:17:57.704576,30,Payment,118,Allocation,1331,,TRUE
992,5,14.275,,allocation,2016-03-01 00:36:12.584259,2016-03-01 01:17:57.713614,30,Payment,118,Allocation,1332,,TRUE
995,4,,23.6933333333,distribution,2016-03-01 00:36:34.845494,2016-03-01 01:18:23.798018,29,Payment,88,Allocation,1397,,TRUE
996,8,23.6933333333,,allocation,2016-03-01 00:36:34.851794,2016-03-01 01:18:23.807676,29,Payment,88,Allocation,1398,,TRUE
997,4,,23.6933333333,distribution,2016-03-01 00:36:34.856461,2016-03-01 01:18:23.81611,29,Payment,119,Allocation,1399,,TRUE
998,13,23.6933333333,,allocation,2016-03-01 00:36:34.860951,2016-03-01 01:18:23.824612,29,Payment,119,Allocation,1400,,TRUE
999,4,,23.6933333333,distribution,2016-03-01 00:36:34.865252,2016-03-01 01:18:23.833317,29,Payment,120,Allocation,1401,,TRUE
1000,12,23.6933333333,,allocation,2016-03-01 00:36:34.869605,2016-03-01 01:18:23.843124,29,Payment,120,Allocation,1402,,TRUE
1001,4,,23.6933333333,distribution,2016-03-01 00:36:34.874088,2016-03-01 01:18:23.851681,29,Payment,121,Allocation,1403,,TRUE
1002,7,23.6933333333,,allocation,2016-03-01 00:36:34.878464,2016-03-01 01:18:23.861936,29,Payment,121,Allocation,1404,,TRUE
1003,4,,23.6933333333,distribution,2016-03-01 00:36:34.882824,2016-03-01 01:18:23.874573,29,Payment,122,Allocation,1405,,TRUE
1004,9,23.6933333333,,allocation,2016-03-01 00:36:34.887069,2016-03-01 01:18:23.885635,29,Payment,122,Allocation,1406,,TRUE
1005,4,,23.6933333333,distribution,2016-03-01 00:36:34.892648,2016-03-01 01:18:23.895097,29,Payment,123,Allocation,1407,,TRUE
1007,4,,23.6933333333,distribution,2016-03-01 00:36:34.901944,2016-03-01 01:18:23.911925,29,Payment,124,Allocation,1409,,TRUE
1008,6,23.6933333333,,allocation,2016-03-01 00:36:34.907248,2016-03-01 01:18:23.919993,29,Payment,124,Allocation,1410,,TRUE
1009,4,,23.6933333333,distribution,2016-03-01 00:36:34.912716,2016-03-01 01:18:23.928238,29,Payment,125,Allocation,1411,,TRUE
1010,14,23.6933333333,,allocation,2016-03-01 00:36:34.917567,2016-03-01 01:18:23.936426,29,Payment,125,Allocation,1412,,TRUE
1011,4,,23.6933333333,distribution,2016-03-01 00:36:34.922483,2016-03-01 01:18:23.944699,29,Payment,126,Allocation,1413,,TRUE
1012,5,23.6933333333,,allocation,2016-03-01 00:36:34.927099,2016-03-01 01:18:23.958811,29,Payment,126,Allocation,1414,,TRUE
1015,4,,18.245,distribution,2016-03-01 00:36:56.392314,2016-03-01 01:18:31.900432,31,Payment,90,Allocation,1435,,TRUE
1016,6,18.245,,allocation,2016-03-01 00:36:56.396667,2016-03-01 01:18:31.911443,31,Payment,90,Allocation,1436,,TRUE
1017,4,,18.245,distribution,2016-03-01 00:36:56.400945,2016-03-01 01:18:31.921615,31,Payment,127,Allocation,1437,,TRUE
1018,3,18.245,,allocation,2016-03-01 00:36:56.405293,2016-03-01 01:18:31.933274,31,Payment,127,Allocation,1438,,TRUE
1019,4,,18.245,distribution,2016-03-01 00:36:56.409703,2016-03-01 01:18:31.946144,31,Payment,128,Allocation,1439,,TRUE
1020,13,18.245,,allocation,2016-03-01 00:36:56.414209,2016-03-01 01:18:31.956069,31,Payment,128,Allocation,1440,,TRUE
1021,4,,18.245,distribution,2016-03-01 00:36:56.419627,2016-03-01 01:18:31.96664,31,Payment,129,Allocation,1441,,TRUE
1022,12,18.245,,allocation,2016-03-01 00:36:56.423904,2016-03-01 01:18:31.977251,31,Payment,129,Allocation,1442,,TRUE
1023,4,,18.245,distribution,2016-03-01 00:36:56.428214,2016-03-01 01:18:31.988604,31,Payment,130,Allocation,1443,,TRUE
1024,7,18.245,,allocation,2016-03-01 00:36:56.433887,2016-03-01 01:18:32.001316,31,Payment,130,Allocation,1444,,TRUE
1025,4,,18.245,distribution,2016-03-01 00:36:56.438124,2016-03-01 01:18:32.012451,31,Payment,131,Allocation,1445,,TRUE
1026,8,18.245,,allocation,2016-03-01 00:36:56.442351,2016-03-01 01:18:32.027267,31,Payment,131,Allocation,1446,,TRUE
1031,4,,18.245,distribution,2016-03-01 00:36:56.465334,2016-03-01 01:18:32.076866,31,Payment,134,Allocation,1451,,TRUE
1032,14,18.245,,allocation,2016-03-01 00:36:56.469662,2016-03-01 01:18:32.085882,31,Payment,134,Allocation,1452,,TRUE
1033,4,,18.245,distribution,2016-03-01 00:36:56.474358,2016-03-01 01:18:32.097205,31,Payment,135,Allocation,1453,,TRUE
1034,5,18.245,,allocation,2016-03-01 00:36:56.479716,2016-03-01 01:18:32.106377,31,Payment,135,Allocation,1454,,TRUE
1061,12,,600,payment,2016-03-01 01:13:31.093884,2016-03-01 01:13:31.093884,33,Payment,,,,2016-02-28,TRUE
1062,4,600,,receipt,2016-03-01 01:13:31.096274,2016-03-01 01:13:31.096274,33,Payment,,,,2016-02-28,TRUE
1065,4,23.45,,reversal,2016-03-01 01:14:07.092484,2016-03-01 01:14:07.092484,32,Payment,136,Allocation,1059,,TRUE
1059,4,,23.45,distribution,2016-03-01 01:11:48.538978,2016-03-01 01:14:07.097209,32,Payment,136,Allocation,1065,,TRUE
1066,5,,23.45,reversal,2016-03-01 01:14:07.102014,2016-03-01 01:14:07.102014,32,Payment,136,Allocation,1060,,TRUE
1060,5,23.45,,allocation,2016-03-01 01:11:48.544633,2016-03-01 01:14:07.106308,32,Payment,136,Allocation,1066,,TRUE
1087,4,600,,reversal,2016-03-01 01:14:24.470573,2016-03-01 01:14:24.470573,33,Payment,137,Allocation,1063,,TRUE
1063,4,,600,distribution,2016-03-01 01:13:31.112743,2016-03-01 01:14:24.474957,33,Payment,137,Allocation,1087,,TRUE
1088,12,,600,reversal,2016-03-01 01:14:24.479591,2016-03-01 01:14:24.479591,33,Payment,137,Allocation,1064,,TRUE
1064,12,600,,allocation,2016-03-01 01:13:31.117589,2016-03-01 01:14:24.484072,33,Payment,137,Allocation,1088,,TRUE
1109,4,300,,reversal,2016-03-01 01:16:35.327889,2016-03-01 01:16:35.327889,12,Payment,31,Allocation,685,,TRUE
1110,12,,300,reversal,2016-03-01 01:16:35.337705,2016-03-01 01:16:35.337705,12,Payment,31,Allocation,686,,TRUE
1111,4,300,,reversal,2016-03-01 01:16:35.346911,2016-03-01 01:16:35.346911,12,Payment,23,Allocation,687,,TRUE
1112,7,,300,reversal,2016-03-01 01:16:35.35537,2016-03-01 01:16:35.35537,12,Payment,23,Allocation,688,,TRUE
1113,4,300,,reversal,2016-03-01 01:16:35.364143,2016-03-01 01:16:35.364143,12,Payment,24,Allocation,689,,TRUE
1114,3,,300,reversal,2016-03-01 01:16:35.372692,2016-03-01 01:16:35.372692,12,Payment,24,Allocation,690,,TRUE
1115,4,300,,reversal,2016-03-01 01:16:35.381363,2016-03-01 01:16:35.381363,12,Payment,26,Allocation,691,,TRUE
1116,9,,300,reversal,2016-03-01 01:16:35.390023,2016-03-01 01:16:35.390023,12,Payment,26,Allocation,692,,TRUE
1117,4,300,,reversal,2016-03-01 01:16:35.398311,2016-03-01 01:16:35.398311,12,Payment,27,Allocation,693,,TRUE
1118,8,,300,reversal,2016-03-01 01:16:35.406896,2016-03-01 01:16:35.406896,12,Payment,27,Allocation,694,,TRUE
1119,4,300,,reversal,2016-03-01 01:16:35.415076,2016-03-01 01:16:35.415076,12,Payment,28,Allocation,695,,TRUE
1120,11,,300,reversal,2016-03-01 01:16:35.424489,2016-03-01 01:16:35.424489,12,Payment,28,Allocation,696,,TRUE
1121,4,300,,reversal,2016-03-01 01:16:35.432674,2016-03-01 01:16:35.432674,12,Payment,29,Allocation,697,,TRUE
1122,6,,300,reversal,2016-03-01 01:16:35.440734,2016-03-01 01:16:35.440734,12,Payment,29,Allocation,698,,TRUE
1123,4,300,,reversal,2016-03-01 01:16:35.448906,2016-03-01 01:16:35.448906,12,Payment,30,Allocation,699,,TRUE
1124,5,,300,reversal,2016-03-01 01:16:35.456917,2016-03-01 01:16:35.456917,12,Payment,30,Allocation,700,,TRUE
1125,4,,270,distribution,2016-03-01 01:16:35.464848,2016-03-01 01:17:02.619127,12,Payment,31,Allocation,1145,,TRUE
1126,12,270,,allocation,2016-03-01 01:16:35.469026,2016-03-01 01:17:02.627969,12,Payment,31,Allocation,1146,,TRUE
1067,4,,2.345,distribution,2016-03-01 01:14:07.111017,2016-03-01 01:18:10.612233,32,Payment,136,Allocation,1355,,TRUE
1068,5,2.345,,allocation,2016-03-01 01:14:07.115673,2016-03-01 01:18:10.62089,32,Payment,136,Allocation,1356,,TRUE
1069,4,,2.345,distribution,2016-03-01 01:14:07.120453,2016-03-01 01:18:10.629057,32,Payment,138,Allocation,1357,,TRUE
1070,3,2.345,,allocation,2016-03-01 01:14:07.124923,2016-03-01 01:18:10.637722,32,Payment,138,Allocation,1358,,TRUE
1071,4,,2.345,distribution,2016-03-01 01:14:07.129569,2016-03-01 01:18:10.646815,32,Payment,139,Allocation,1359,,TRUE
1072,13,2.345,,allocation,2016-03-01 01:14:07.133992,2016-03-01 01:18:10.655324,32,Payment,139,Allocation,1360,,TRUE
1073,4,,2.345,distribution,2016-03-01 01:14:07.138161,2016-03-01 01:18:10.663938,32,Payment,140,Allocation,1361,,TRUE
1074,12,2.345,,allocation,2016-03-01 01:14:07.142367,2016-03-01 01:18:10.673263,32,Payment,140,Allocation,1362,,TRUE
1075,4,,2.345,distribution,2016-03-01 01:14:07.146579,2016-03-01 01:18:10.683022,32,Payment,141,Allocation,1363,,TRUE
1076,7,2.345,,allocation,2016-03-01 01:14:07.150825,2016-03-01 01:18:10.695894,32,Payment,141,Allocation,1364,,TRUE
1077,4,,2.345,distribution,2016-03-01 01:14:07.155041,2016-03-01 01:18:10.705043,32,Payment,142,Allocation,1365,,TRUE
1078,8,2.345,,allocation,2016-03-01 01:14:07.159231,2016-03-01 01:18:10.713348,32,Payment,142,Allocation,1366,,TRUE
1079,4,,2.345,distribution,2016-03-01 01:14:07.163463,2016-03-01 01:18:10.721996,32,Payment,143,Allocation,1367,,TRUE
1080,9,2.345,,allocation,2016-03-01 01:14:07.167716,2016-03-01 01:18:10.730094,32,Payment,143,Allocation,1368,,TRUE
1081,4,,2.345,distribution,2016-03-01 01:14:07.172019,2016-03-01 01:18:10.738366,32,Payment,144,Allocation,1369,,TRUE
1082,11,2.345,,allocation,2016-03-01 01:14:07.176392,2016-03-01 01:18:10.746557,32,Payment,144,Allocation,1370,,TRUE
1083,4,,2.345,distribution,2016-03-01 01:14:07.180658,2016-03-01 01:18:10.754717,32,Payment,145,Allocation,1371,,TRUE
1084,6,2.345,,allocation,2016-03-01 01:14:07.184957,2016-03-01 01:18:10.762904,32,Payment,145,Allocation,1372,,TRUE
1085,4,,2.345,distribution,2016-03-01 01:14:07.189712,2016-03-01 01:18:10.771059,32,Payment,146,Allocation,1373,,TRUE
1086,14,2.345,,allocation,2016-03-01 01:14:07.194583,2016-03-01 01:18:10.779724,32,Payment,146,Allocation,1374,,TRUE
1089,4,,60,distribution,2016-03-01 01:14:24.488634,2016-03-01 01:18:39.211851,33,Payment,137,Allocation,1477,,TRUE
1090,12,60,,allocation,2016-03-01 01:14:24.493201,2016-03-01 01:18:39.220409,33,Payment,137,Allocation,1478,,TRUE
1091,4,,60,distribution,2016-03-01 01:14:24.497757,2016-03-01 01:18:39.228861,33,Payment,147,Allocation,1479,,TRUE
1092,3,60,,allocation,2016-03-01 01:14:24.502414,2016-03-01 01:18:39.237053,33,Payment,147,Allocation,1480,,TRUE
1093,4,,60,distribution,2016-03-01 01:14:24.50681,2016-03-01 01:18:39.245276,33,Payment,148,Allocation,1481,,TRUE
1094,13,60,,allocation,2016-03-01 01:14:24.511187,2016-03-01 01:18:39.253438,33,Payment,148,Allocation,1482,,TRUE
1095,4,,60,distribution,2016-03-01 01:14:24.515572,2016-03-01 01:18:39.263728,33,Payment,149,Allocation,1483,,TRUE
1096,7,60,,allocation,2016-03-01 01:14:24.52005,2016-03-01 01:18:39.27309,33,Payment,149,Allocation,1484,,TRUE
1097,4,,60,distribution,2016-03-01 01:14:24.525455,2016-03-01 01:18:39.281671,33,Payment,150,Allocation,1485,,TRUE
1098,8,60,,allocation,2016-03-01 01:14:24.530049,2016-03-01 01:18:39.289945,33,Payment,150,Allocation,1486,,TRUE
1099,4,,60,distribution,2016-03-01 01:14:24.534303,2016-03-01 01:18:39.298224,33,Payment,151,Allocation,1487,,TRUE
1100,9,60,,allocation,2016-03-01 01:14:24.538589,2016-03-01 01:18:39.306407,33,Payment,151,Allocation,1488,,TRUE
1101,4,,60,distribution,2016-03-01 01:14:24.542898,2016-03-01 01:18:39.315057,33,Payment,152,Allocation,1489,,TRUE
1102,11,60,,allocation,2016-03-01 01:14:24.547293,2016-03-01 01:18:39.3235,33,Payment,152,Allocation,1490,,TRUE
1103,4,,60,distribution,2016-03-01 01:14:24.551751,2016-03-01 01:18:39.331599,33,Payment,153,Allocation,1491,,TRUE
1104,6,60,,allocation,2016-03-01 01:14:24.556185,2016-03-01 01:18:39.339907,33,Payment,153,Allocation,1492,,TRUE
1105,4,,60,distribution,2016-03-01 01:14:24.560842,2016-03-01 01:18:39.348215,33,Payment,154,Allocation,1493,,TRUE
1106,14,60,,allocation,2016-03-01 01:14:24.5664,2016-03-01 01:18:39.357193,33,Payment,154,Allocation,1494,,TRUE
1107,4,,60,distribution,2016-03-01 01:14:24.570842,2016-03-01 01:18:39.366436,33,Payment,155,Allocation,1495,,TRUE
1108,5,60,,allocation,2016-03-01 01:14:24.575297,2016-03-01 01:18:39.374896,33,Payment,155,Allocation,1496,,TRUE
1145,4,270,,reversal,2016-03-01 01:17:02.614861,2016-03-01 01:17:02.614861,12,Payment,31,Allocation,1125,,TRUE
1146,12,,270,reversal,2016-03-01 01:17:02.623845,2016-03-01 01:17:02.623845,12,Payment,31,Allocation,1126,,TRUE
1147,4,270,,reversal,2016-03-01 01:17:02.632542,2016-03-01 01:17:02.632542,12,Payment,23,Allocation,1127,,TRUE
1127,4,,270,distribution,2016-03-01 01:16:35.473323,2016-03-01 01:17:02.636755,12,Payment,23,Allocation,1147,,TRUE
1148,7,,270,reversal,2016-03-01 01:17:02.641772,2016-03-01 01:17:02.641772,12,Payment,23,Allocation,1128,,TRUE
1128,7,270,,allocation,2016-03-01 01:16:35.477643,2016-03-01 01:17:02.645906,12,Payment,23,Allocation,1148,,TRUE
1149,4,270,,reversal,2016-03-01 01:17:02.650189,2016-03-01 01:17:02.650189,12,Payment,24,Allocation,1129,,TRUE
1129,4,,270,distribution,2016-03-01 01:16:35.481868,2016-03-01 01:17:02.654355,12,Payment,24,Allocation,1149,,TRUE
1150,3,,270,reversal,2016-03-01 01:17:02.659191,2016-03-01 01:17:02.659191,12,Payment,24,Allocation,1130,,TRUE
1130,3,270,,allocation,2016-03-01 01:16:35.486139,2016-03-01 01:17:02.664162,12,Payment,24,Allocation,1150,,TRUE
1151,4,270,,reversal,2016-03-01 01:17:02.669367,2016-03-01 01:17:02.669367,12,Payment,26,Allocation,1131,,TRUE
1131,4,,270,distribution,2016-03-01 01:16:35.493361,2016-03-01 01:17:02.673488,12,Payment,26,Allocation,1151,,TRUE
1152,9,,270,reversal,2016-03-01 01:17:02.677668,2016-03-01 01:17:02.677668,12,Payment,26,Allocation,1132,,TRUE
1132,9,270,,allocation,2016-03-01 01:16:35.498026,2016-03-01 01:17:02.681654,12,Payment,26,Allocation,1152,,TRUE
1153,4,270,,reversal,2016-03-01 01:17:02.688129,2016-03-01 01:17:02.688129,12,Payment,27,Allocation,1133,,TRUE
1133,4,,270,distribution,2016-03-01 01:16:35.504634,2016-03-01 01:17:02.693242,12,Payment,27,Allocation,1153,,TRUE
1154,8,,270,reversal,2016-03-01 01:17:02.698236,2016-03-01 01:17:02.698236,12,Payment,27,Allocation,1134,,TRUE
1134,8,270,,allocation,2016-03-01 01:16:35.509262,2016-03-01 01:17:02.702593,12,Payment,27,Allocation,1154,,TRUE
1155,4,270,,reversal,2016-03-01 01:17:02.707024,2016-03-01 01:17:02.707024,12,Payment,28,Allocation,1135,,TRUE
1135,4,,270,distribution,2016-03-01 01:16:35.51391,2016-03-01 01:17:02.711088,12,Payment,28,Allocation,1155,,TRUE
1156,11,,270,reversal,2016-03-01 01:17:02.715428,2016-03-01 01:17:02.715428,12,Payment,28,Allocation,1136,,TRUE
1136,11,270,,allocation,2016-03-01 01:16:35.518523,2016-03-01 01:17:02.719692,12,Payment,28,Allocation,1156,,TRUE
1157,4,270,,reversal,2016-03-01 01:17:02.725127,2016-03-01 01:17:02.725127,12,Payment,29,Allocation,1137,,TRUE
1137,4,,270,distribution,2016-03-01 01:16:35.5233,2016-03-01 01:17:02.730184,12,Payment,29,Allocation,1157,,TRUE
1158,6,,270,reversal,2016-03-01 01:17:02.734656,2016-03-01 01:17:02.734656,12,Payment,29,Allocation,1138,,TRUE
1138,6,270,,allocation,2016-03-01 01:16:35.527745,2016-03-01 01:17:02.739669,12,Payment,29,Allocation,1158,,TRUE
1159,4,270,,reversal,2016-03-01 01:17:02.744849,2016-03-01 01:17:02.744849,12,Payment,30,Allocation,1139,,TRUE
1139,4,,270,distribution,2016-03-01 01:16:35.575557,2016-03-01 01:17:02.749447,12,Payment,30,Allocation,1159,,TRUE
1160,5,,270,reversal,2016-03-01 01:17:02.754152,2016-03-01 01:17:02.754152,12,Payment,30,Allocation,1140,,TRUE
1140,5,270,,allocation,2016-03-01 01:16:35.581622,2016-03-01 01:17:02.758602,12,Payment,30,Allocation,1160,,TRUE
1161,4,270,,reversal,2016-03-01 01:17:02.763324,2016-03-01 01:17:02.763324,12,Payment,156,Allocation,1141,,TRUE
1141,4,,270,distribution,2016-03-01 01:16:35.586014,2016-03-01 01:17:02.767605,12,Payment,156,Allocation,1161,,TRUE
1162,13,,270,reversal,2016-03-01 01:17:02.772426,2016-03-01 01:17:02.772426,12,Payment,156,Allocation,1142,,TRUE
1142,13,270,,allocation,2016-03-01 01:16:35.590399,2016-03-01 01:17:02.776399,12,Payment,156,Allocation,1162,,TRUE
1163,4,270,,reversal,2016-03-01 01:17:02.78091,2016-03-01 01:17:02.78091,12,Payment,157,Allocation,1143,,TRUE
1143,4,,270,distribution,2016-03-01 01:16:35.595248,2016-03-01 01:17:02.785071,12,Payment,157,Allocation,1163,,TRUE
1164,14,,270,reversal,2016-03-01 01:17:02.789862,2016-03-01 01:17:02.789862,12,Payment,157,Allocation,1144,,TRUE
1144,14,270,,allocation,2016-03-01 01:16:35.599989,2016-03-01 01:17:02.794124,12,Payment,157,Allocation,1164,,TRUE
1165,4,,245.4545454545,distribution,2016-03-01 01:17:02.798627,2016-03-17 15:23:26.949353,12,Payment,31,Allocation,1877,,TRUE
1166,12,245.4545454545,,allocation,2016-03-01 01:17:02.803468,2016-03-17 15:23:26.962928,12,Payment,31,Allocation,1878,,TRUE
1167,4,,245.4545454545,distribution,2016-03-01 01:17:02.808934,2016-03-17 15:23:26.978657,12,Payment,27,Allocation,1879,,TRUE
1168,8,245.4545454545,,allocation,2016-03-01 01:17:02.816026,2016-03-17 15:23:26.991205,12,Payment,27,Allocation,1880,,TRUE
1169,4,,245.4545454545,distribution,2016-03-01 01:17:02.821587,2016-03-17 15:23:27.002483,12,Payment,28,Allocation,1881,,TRUE
1170,11,245.4545454545,,allocation,2016-03-01 01:17:02.826182,2016-03-17 15:23:27.014531,12,Payment,28,Allocation,1882,,TRUE
1171,4,,245.4545454545,distribution,2016-03-01 01:17:02.830685,2016-03-17 15:23:27.026947,12,Payment,23,Allocation,1883,,TRUE
1172,7,245.4545454545,,allocation,2016-03-01 01:17:02.835176,2016-03-17 15:23:27.040178,12,Payment,23,Allocation,1884,,TRUE
1173,4,,245.4545454545,distribution,2016-03-01 01:17:02.840868,2016-03-17 15:23:27.056248,12,Payment,24,Allocation,1885,,TRUE
1174,3,245.4545454545,,allocation,2016-03-01 01:17:02.845794,2016-03-17 15:23:27.069984,12,Payment,24,Allocation,1886,,TRUE
1175,4,,245.4545454545,distribution,2016-03-01 01:17:02.850955,2016-03-17 15:23:27.080979,12,Payment,26,Allocation,1887,,TRUE
1176,9,245.4545454545,,allocation,2016-03-01 01:17:02.85556,2016-03-17 15:23:27.093455,12,Payment,26,Allocation,1888,,TRUE
1177,4,,245.4545454545,distribution,2016-03-01 01:17:02.861236,2016-03-17 15:23:27.106769,12,Payment,29,Allocation,1889,,TRUE
1178,6,245.4545454545,,allocation,2016-03-01 01:17:02.866946,2016-03-17 15:23:27.121272,12,Payment,29,Allocation,1890,,TRUE
1179,4,,245.4545454545,distribution,2016-03-01 01:17:02.871449,2016-03-17 15:23:27.138152,12,Payment,30,Allocation,1891,,TRUE
1180,5,245.4545454545,,allocation,2016-03-01 01:17:02.876019,2016-03-17 15:23:27.152296,12,Payment,30,Allocation,1892,,TRUE
1187,4,0.85,,reversal,2016-03-01 01:17:12.72383,2016-03-01 01:17:12.72383,21,Payment,45,Allocation,749,,TRUE
1188,7,,0.85,reversal,2016-03-01 01:17:12.7328,2016-03-01 01:17:12.7328,21,Payment,45,Allocation,750,,TRUE
1189,4,0.85,,reversal,2016-03-01 01:17:12.741464,2016-03-01 01:17:12.741464,21,Payment,46,Allocation,751,,TRUE
1190,3,,0.85,reversal,2016-03-01 01:17:12.750882,2016-03-01 01:17:12.750882,21,Payment,46,Allocation,752,,TRUE
1191,4,0.85,,reversal,2016-03-01 01:17:12.759511,2016-03-01 01:17:12.759511,21,Payment,47,Allocation,753,,TRUE
1192,12,,0.85,reversal,2016-03-01 01:17:12.769398,2016-03-01 01:17:12.769398,21,Payment,47,Allocation,754,,TRUE
1193,4,0.85,,reversal,2016-03-01 01:17:12.778253,2016-03-01 01:17:12.778253,21,Payment,48,Allocation,755,,TRUE
1194,13,,0.85,reversal,2016-03-01 01:17:12.786365,2016-03-01 01:17:12.786365,21,Payment,48,Allocation,756,,TRUE
1195,4,0.85,,reversal,2016-03-01 01:17:12.795131,2016-03-01 01:17:12.795131,21,Payment,49,Allocation,757,,TRUE
1196,9,,0.85,reversal,2016-03-01 01:17:12.804031,2016-03-01 01:17:12.804031,21,Payment,49,Allocation,758,,TRUE
1197,4,0.85,,reversal,2016-03-01 01:17:12.813567,2016-03-01 01:17:12.813567,21,Payment,50,Allocation,759,,TRUE
1198,8,,0.85,reversal,2016-03-01 01:17:12.822279,2016-03-01 01:17:12.822279,21,Payment,50,Allocation,760,,TRUE
1199,4,0.85,,reversal,2016-03-01 01:17:12.83112,2016-03-01 01:17:12.83112,21,Payment,51,Allocation,761,,TRUE
1200,11,,0.85,reversal,2016-03-01 01:17:12.83937,2016-03-01 01:17:12.83937,21,Payment,51,Allocation,762,,TRUE
1201,4,0.85,,reversal,2016-03-01 01:17:12.849154,2016-03-01 01:17:12.849154,21,Payment,52,Allocation,763,,TRUE
1202,14,,0.85,reversal,2016-03-01 01:17:12.858179,2016-03-01 01:17:12.858179,21,Payment,52,Allocation,764,,TRUE
1203,4,0.85,,reversal,2016-03-01 01:17:12.867134,2016-03-01 01:17:12.867134,21,Payment,53,Allocation,765,,TRUE
1204,6,,0.85,reversal,2016-03-01 01:17:12.87527,2016-03-01 01:17:12.87527,21,Payment,53,Allocation,766,,TRUE
1205,4,0.85,,reversal,2016-03-01 01:17:12.883402,2016-03-01 01:17:12.883402,21,Payment,54,Allocation,767,,TRUE
1206,5,,0.85,reversal,2016-03-01 01:17:12.891521,2016-03-01 01:17:12.891521,21,Payment,54,Allocation,768,,TRUE
1229,4,11.2,,reversal,2016-03-01 01:17:25.294645,2016-03-01 01:17:25.294645,26,Payment,76,Allocation,883,,TRUE
1230,5,,11.2,reversal,2016-03-01 01:17:25.303251,2016-03-01 01:17:25.303251,26,Payment,76,Allocation,884,,TRUE
1231,4,11.2,,reversal,2016-03-01 01:17:25.312059,2016-03-01 01:17:25.312059,26,Payment,77,Allocation,885,,TRUE
1232,3,,11.2,reversal,2016-03-01 01:17:25.320315,2016-03-01 01:17:25.320315,26,Payment,77,Allocation,886,,TRUE
1233,4,11.2,,reversal,2016-03-01 01:17:25.328896,2016-03-01 01:17:25.328896,26,Payment,78,Allocation,887,,TRUE
1234,12,,11.2,reversal,2016-03-01 01:17:25.337364,2016-03-01 01:17:25.337364,26,Payment,78,Allocation,888,,TRUE
1235,4,11.2,,reversal,2016-03-01 01:17:25.345815,2016-03-01 01:17:25.345815,26,Payment,79,Allocation,889,,TRUE
1236,13,,11.2,reversal,2016-03-01 01:17:25.354135,2016-03-01 01:17:25.354135,26,Payment,79,Allocation,890,,TRUE
1237,4,11.2,,reversal,2016-03-01 01:17:25.362452,2016-03-01 01:17:25.362452,26,Payment,80,Allocation,891,,TRUE
1238,7,,11.2,reversal,2016-03-01 01:17:25.37215,2016-03-01 01:17:25.37215,26,Payment,80,Allocation,892,,TRUE
1239,4,11.2,,reversal,2016-03-01 01:17:25.380638,2016-03-01 01:17:25.380638,26,Payment,81,Allocation,893,,TRUE
1240,9,,11.2,reversal,2016-03-01 01:17:25.388647,2016-03-01 01:17:25.388647,26,Payment,81,Allocation,894,,TRUE
894,9,11.2,,allocation,2016-02-28 23:33:01.868676,2016-03-01 01:17:25.393548,26,Payment,81,Allocation,1240,,TRUE
1241,4,11.2,,reversal,2016-03-01 01:17:25.399836,2016-03-01 01:17:25.399836,26,Payment,82,Allocation,895,,TRUE
1242,8,,11.2,reversal,2016-03-01 01:17:25.40971,2016-03-01 01:17:25.40971,26,Payment,82,Allocation,896,,TRUE
1243,4,11.2,,reversal,2016-03-01 01:17:25.419072,2016-03-01 01:17:25.419072,26,Payment,83,Allocation,897,,TRUE
1244,11,,11.2,reversal,2016-03-01 01:17:25.428954,2016-03-01 01:17:25.428954,26,Payment,83,Allocation,898,,TRUE
1245,4,11.2,,reversal,2016-03-01 01:17:25.437626,2016-03-01 01:17:25.437626,26,Payment,84,Allocation,899,,TRUE
1246,14,,11.2,reversal,2016-03-01 01:17:25.447665,2016-03-01 01:17:25.447665,26,Payment,84,Allocation,900,,TRUE
1247,4,11.2,,reversal,2016-03-01 01:17:25.455903,2016-03-01 01:17:25.455903,26,Payment,85,Allocation,901,,TRUE
1248,6,,11.2,reversal,2016-03-01 01:17:25.464973,2016-03-01 01:17:25.464973,26,Payment,85,Allocation,902,,TRUE
1208,7,0.7727272727,,allocation,2016-03-01 01:17:12.904929,2016-03-05 19:59:19.31346,21,Payment,45,Allocation,1590,,TRUE
1210,3,0.7727272727,,allocation,2016-03-01 01:17:12.9157,2016-03-05 19:59:19.33722,21,Payment,46,Allocation,1592,,TRUE
